metro,metro_rank,metro_yoy_pct,metro_dom,metro_ratio,metro_med_price,zip,state,city,address,sale_date,sale_amount,mortgage_amount,cash_sale,beds,baths,sqft,year_built,lot_sqft,attom_id
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"22153 NORTHWOOD HILLS BLVD, SOUTH BEND, IN 46628",,,,True,3,,,,,214868481
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1122 SUSSEX DR, SOUTH BEND, IN 46628",,,,True,3,,,,,210748818
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"4435 LAUREL CREEK DR, SOUTH BEND, IN 46628",,,,True,3,,,,,213402387
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"4417 ASHARD DR, SOUTH BEND, IN 46628",,,,True,3,,,,,212900090
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"51041 GRAPEVINE CT, SOUTH BEND, IN 46628",,,,True,5,,,,,213732607
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"55131 PEAR RD, SOUTH BEND, IN 46628",,,,True,2,,,,,212182670
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"25401 BRICK RD, SOUTH BEND, IN 46628",,,,True,3,,,,,213255872
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"317 STUDEBAKER ST, SOUTH BEND, IN 46628",,,,True,4,,,,,215235594
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1327 NORTHLEA DR, SOUTH BEND, IN 46628",,,,True,3,,,,,215627318
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"3929 LINCOLN WAY W, SOUTH BEND, IN 46628",,,,True,1,,,,,210330720
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"644 N WALNUT ST, SOUTH BEND, IN 46628",,,,True,4,,,,,210484478
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1249 FREMONT ST, SOUTH BEND, IN 46628",,,,True,2,,,,,215168232
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"4122 AMANDA LN, SOUTH BEND, IN 46628",,,,True,3,,,,,211488388
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1225 OBRIEN ST, SOUTH BEND, IN 46628",,,,True,3,,,,,213514304
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"55439 MEADOWVIEW AVE, SOUTH BEND, IN 46628",,,,True,2,,,,,212733078
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1421 N BROOKFIELD ST, SOUTH BEND, IN 46628",,,,True,3,,,,,215235598
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"53182 GRASSY KNOLL DR, SOUTH BEND, IN 46628",,,,True,4,,,,,208189380
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"50830 MAYFLOWER RD, SOUTH BEND, IN 46628",,,,True,3,,,,,211129330
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"23133 BRICK RD, SOUTH BEND, IN 46628",,,,True,3,,,,,212146579
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"51550 ORANGE RD, SOUTH BEND, IN 46628",,,,True,3,,,,,213585758
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"2914 PRAST BLVD, SOUTH BEND, IN 46628",,,,True,3,,,,,23430191
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"338 N OLIVE ST, SOUTH BEND, IN 46628",,,,True,4,,,,,210416905
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1034 HUEY ST, SOUTH BEND, IN 46628",,,,True,2,,,,,211291858
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"106 N ADAMS ST, SOUTH BEND, IN 46628",,,,True,4,,,,,212372149
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1122 OBRIEN ST, SOUTH BEND, IN 46628",,,,True,2,,,,,213523917
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"23826 EDISON RD, SOUTH BEND, IN 46628",,,,True,2,,,,,213817692
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1501 HUEY ST, SOUTH BEND, IN 46628",,,,True,3,,,,,215052635
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1338 OBRIEN ST, SOUTH BEND, IN 46628",,,,True,2,,,,,213213839
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"50888 MAYFLOWER RD, SOUTH BEND, IN 46628",,,,True,3,,,,,213791685
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1325 VIKING DR, SOUTH BEND, IN 46628",,,,True,3,,,,,213796443
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"2422 KENWOOD AVE, SOUTH BEND, IN 46628",,,,True,3,,,,,210941886
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1050 LAWNDALE AVE, SOUTH BEND, IN 46628",,,,True,3,,,,,211615523
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1623 ELWOOD AVE, SOUTH BEND, IN 46628",,,,True,3,,,,,214330162
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1106 OBRIEN ST, SOUTH BEND, IN 46628",,,,True,2,,,,,215836878
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1052 OBRIEN ST, SOUTH BEND, IN 46628",,,,True,4,,,,,210535122
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"26990 AUTEN RD, SOUTH BEND, IN 46628",,,,True,2,,,,,210678981
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"22978 EDISON RD, SOUTH BEND, IN 46628",,,,True,3,,,,,208811386
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1001 LAWNDALE AVE, SOUTH BEND, IN 46628",,,,True,3,,,,,214977560
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"1021 OBRIEN ST, SOUTH BEND, IN 46628",,,,True,3,,,,,210661397
"South Bend, IN",14,11.67,43,0.526,217750,46628,IN,SOUTH BEND,"518 JOHNSON ST, SOUTH BEND, IN 46628",,,,True,3,,,,,213738092
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1618 E DAYTON ST, SOUTH BEND, IN 46613",,,,True,2,,,,,211029095
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"630 E INDIANA AVE, SOUTH BEND, IN 46613",,,,True,3,,,,,212344774
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1621 S TAYLOR ST, SOUTH BEND, IN 46613",,,,True,4,,,,,213154072
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1523 W EWING AVE, SOUTH BEND, IN 46613",,,,True,3,,,,,215005847
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"216 E DONALD ST, SOUTH BEND, IN 46613",,,,True,3,,,,,211492796
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"707 E INDIANA AVE, SOUTH BEND, IN 46613",,,,True,3,,,,,214417258
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1515 LEBANON ST, SOUTH BEND, IN 46613",,,,True,2,,,,,212859179
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1723 E CALVERT ST, SOUTH BEND, IN 46613",,,,True,2,,,,,212780022
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1530 VIRGINIA ST, SOUTH BEND, IN 46613",,,,True,4,,,,,212871737
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1508 CARROLL ST, SOUTH BEND, IN 46613",,,,True,4,,,,,214682673
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1902 RANDOLPH ST, SOUTH BEND, IN 46613",,,,True,2,,,,,212130199
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"805 E FOX ST, SOUTH BEND, IN 46613",,,,True,3,,,,,210311887
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"809 E EWING AVE, SOUTH BEND, IN 46613",,,,True,3,,,,,210330738
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1909 S BROOKFIELD ST, SOUTH BEND, IN 46613",,,,True,2,,,,,210635590
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1818 W INDIANA AVE, SOUTH BEND, IN 46613",,,,True,2,,,,,214709510
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"626 E DAYTON ST, SOUTH BEND, IN 46613",,,,True,4,,,,,215168209
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1705 CAROLINE ST, SOUTH BEND, IN 46613",,,,True,5,,,,,211445903
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"2026 KENDALL ST, SOUTH BEND, IN 46613",,,,True,2,,,,,150097409
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1425 MIAMI ST, SOUTH BEND, IN 46613",,,,True,6,,,,,212755559
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1515 MIAMI ST, SOUTH BEND, IN 46613",,,,True,2,,,,,214670615
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"2222 DELAWARE ST, SOUTH BEND, IN 46613",,,,True,2,,,,,211561598
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1411 HIGH ST, SOUTH BEND, IN 46613",,,,True,3,,,,,211631856
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1417 HIGH ST, SOUTH BEND, IN 46613",,,,True,2,,,,,212039452
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"420 HANEY AVE, SOUTH BEND, IN 46613",,,,True,3,,,,,214604853
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"2118 S LAFAYETTE BLVD, SOUTH BEND, IN 46613",,,,True,2,,,,,215845856
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1910 SWYGART AVE, SOUTH BEND, IN 46613",,,,True,2,,,,,210348878
"South Bend, IN",14,11.67,43,0.526,217750,46613,IN,SOUTH BEND,"1113 E DONALD ST, SOUTH BEND, IN 46613",,,,True,3,,,,,214602838
"South Bend, IN",14,11.67,43,0.526,217750,46550,IN,NAPPANEE,"501 PLEASANT ACRES DR, NAPPANEE, IN 46550",,,,True,3,,,,,39191886
"South Bend, IN",14,11.67,43,0.526,217750,46550,IN,NAPPANEE,"5627 W 1300 N, NAPPANEE, IN 46550",,,,True,3,,,,,43180585
"South Bend, IN",14,11.67,43,0.526,217750,46550,IN,NAPPANEE,"263 WELLVIEW CT, NAPPANEE, IN 46550",,,,True,,,,,,1001939356
"South Bend, IN",14,11.67,43,0.526,217750,46550,IN,NAPPANEE,"507 N NAPPANEE ST, NAPPANEE, IN 46550",,,,True,3,,,,,16109926
"South Bend, IN",14,11.67,43,0.526,217750,46550,IN,NAPPANEE,"72193 COUNTY ROAD 9, NAPPANEE, IN 46550",,,,True,2,,,,,52924629
"South Bend, IN",14,11.67,43,0.526,217750,46550,IN,NAPPANEE,"152 N HARTMAN ST, NAPPANEE, IN 46550",,,,True,3,,,,,52913498
"South Bend, IN",14,11.67,43,0.526,217750,46550,IN,NAPPANEE,"701 N ELM ST, NAPPANEE, IN 46550",,,,True,3,,,,,52915776
"South Bend, IN",14,11.67,43,0.526,217750,46550,IN,NAPPANEE,"70891 TECUMSEH DR, NAPPANEE, IN 46550",,,,True,3,,,,,200479795
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"60691 CARROLL ST, SOUTH BEND, IN 46614",,,,True,3,,,,,209414871
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"59711 GOLDFINCH CT, SOUTH BEND, IN 46614",,,,True,3,,,,,214373275
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"216 BARBIE ST, SOUTH BEND, IN 46614",,,,True,2,,,,,215407896
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"60091 CARROLL ST, SOUTH BEND, IN 46614",,,,True,2,,,,,215938176
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"1130 DUNROBBIN LN, SOUTH BEND, IN 46614",,,,True,3,,,,,212043745
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"3227 S MAIN ST, SOUTH BEND, IN 46614",,,,True,3,,,,,215178397
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"4028 MANOR DR, SOUTH BEND, IN 46614",,,,True,3,,,,,214756795
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2903 ERSKINE BLVD, SOUTH BEND, IN 46614",,,,True,3,,,,,215029518
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"20305 TOPAZ ST, SOUTH BEND, IN 46614",,,,True,3,,,,,146043611
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"5015 KIRKSHIRE DR, SOUTH BEND, IN 46614",,,,True,3,,,,,210725176
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"205 E JENNINGS AVE, SOUTH BEND, IN 46614",,,,True,3,,,,,211708318
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"24845 STATE ROAD 23, SOUTH BEND, IN 46614",,,,True,5,,,,,215919378
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2420 S TWYCKENHAM DR, SOUTH BEND, IN 46614",,,,True,4,,,,,214823897
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"1940 RENFREW DR, SOUTH BEND, IN 46614",,,,True,3,,,,,215500400
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"62075 TURKEY TRL, SOUTH BEND, IN 46614",,,,True,3,,,,,211114077
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"209 E ECKMAN ST, SOUTH BEND, IN 46614",,,,True,3,,,,,213461626
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"6244 REGENT CT, SOUTH BEND, IN 46614",,,,True,4,,,,,215281949
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"3106 S MICHIGAN ST, SOUTH BEND, IN 46614",,,,True,3,,,,,211337415
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2510 MIAMI ST, SOUTH BEND, IN 46614",,,,True,3,,,,,213461633
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2421 MIAMI ST, SOUTH BEND, IN 46614",,,,True,3,,,,,211141293
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"618 DONMOYER AVE, SOUTH BEND, IN 46614",,,,True,4,,,,,215722342
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"613 E ECKMAN ST, SOUTH BEND, IN 46614",,,,True,3,,,,,215866470
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"1904 TRENT WAY, SOUTH BEND, IN 46614",,,,True,3,,,,,210744836
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2810 S TWYCKENHAM DR, SOUTH BEND, IN 46614",,,,True,3,,,,,213098458
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"20392 BAUGHMAN CT, SOUTH BEND, IN 46614",,,,True,2,,,,,213424435
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"3714 WOLDHAVEN DR, SOUTH BEND, IN 46614",,,,True,3,,,,,210997004
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"5228 ESSINGTON ST, SOUTH BEND, IN 46614",,,,True,3,,,,,212353273
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"61786 OAK RD, SOUTH BEND, IN 46614",,,,True,3,,,,,210820747
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2408 MIAMI ST, SOUTH BEND, IN 46614",,,,True,3,,,,,213681933
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2802 S MICHIGAN ST, SOUTH BEND, IN 46614",,,,True,4,,,,,213705193
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"20479 ROOSEVELT RD, SOUTH BEND, IN 46614",,,,True,2,,,,,212657350
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"3610 S SAINT JOSEPH ST, SOUTH BEND, IN 46614",,,,True,3,,,,,213613755
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"59349 HAZEL RD, SOUTH BEND, IN 46614",,,,True,3,,,,,212616960
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"20130 DICE ST, SOUTH BEND, IN 46614",,,,True,3,,,,,214335271
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"21411 JACKSON RD, SOUTH BEND, IN 46614",,,,True,3,,,,,212935012
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"3412 TROY CT, SOUTH BEND, IN 46614",,,,True,4,,,,,213451889
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"5002 HEATHER LN, SOUTH BEND, IN 46614",,,,True,3,,,,,212402186
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"5305 MONTICELLO CT, SOUTH BEND, IN 46614",,,,True,3,,,,,215295774
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"3439 S MAIN ST, SOUTH BEND, IN 46614",,,,True,2,,,,,215895333
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"60711 MAYFLOWER RD, SOUTH BEND, IN 46614",,,,True,4,,,,,212561326
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"61520 ELDERBERRY LN, SOUTH BEND, IN 46614",,,,True,3,,,,,213089886
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2512 EMERSON FOREST PKWY, SOUTH BEND, IN 46614",,,,True,3,,,,,214106119
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"4020 BROOKTON DR, SOUTH BEND, IN 46614",,,,True,3,,,,,215770282
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"6429 REDENBACHER CT, SOUTH BEND, IN 46614",,,,True,2,,,,,215797698
"South Bend, IN",14,11.67,43,0.526,217750,46614,IN,SOUTH BEND,"2405 WOODMONT DR, SOUTH BEND, IN 46614",,,,True,3,,,,,213781558
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"18708 BEACH WAY, SOUTH BEND, IN 46637",,,,True,2,,,,,214137761
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"19624 PALISADE AVE, SOUTH BEND, IN 46637",,,,True,3,,,,,215862340
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"19025 OAKMONT NORTH DR, SOUTH BEND, IN 46637",,,,True,3,,,,,210757025
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"52212 CENTRAL AVE, SOUTH BEND, IN 46637",,,,True,3,,,,,215879200
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"18543 BEACH WAY, SOUTH BEND, IN 46637",,,,True,2,,,,,213077809
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"19429 BRICK RD, SOUTH BEND, IN 46637",,,,True,3,,,,,214427447
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"53199 OAKMONT WEST DR, SOUTH BEND, IN 46637",,,,True,3,,,,,212242376
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"51723 E GATEHOUSE DR, SOUTH BEND, IN 46637",,,,True,3,,,,,211770101
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"20662 WORTHING LN, SOUTH BEND, IN 46637",,,,True,3,,,,,212571071
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"20185 RICHARD AVE, SOUTH BEND, IN 46637",,,,True,4,,,,,212923025
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"19475 WEDGEWOOD DR, SOUTH BEND, IN 46637",,,,True,2,,,,,214883342
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"51651 HOLLYHOCK RD, SOUTH BEND, IN 46637",,,,True,2,,,,,213266335
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"52424 SCOTT ST, SOUTH BEND, IN 46637",,,,True,3,,,,,212931651
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"19344 PALISADE AVE, SOUTH BEND, IN 46637",,,,True,2,,,,,211901194
"South Bend, IN",14,11.67,43,0.526,217750,46637,IN,SOUTH BEND,"19602 GREENACRE ST, SOUTH BEND, IN 46637",,,,True,3,,,,,211296936
"South Bend, IN",14,11.67,43,0.526,217750,46573,IN,WAKARUSA,"28839 COUNTY ROAD 42, WAKARUSA, IN 46573",,,,True,2,,,,,17975476
"South Bend, IN",14,11.67,43,0.526,217750,46573,IN,WAKARUSA,"65723 COUNTY ROAD 1, WAKARUSA, IN 46573",,,,True,3,,,,,193467973
"South Bend, IN",14,11.67,43,0.526,217750,46554,IN,NORTH LIBERTY,"25352 MARTINDALE RD, NORTH LIBERTY, IN 46554",,,,True,4,,,,,214850634
"South Bend, IN",14,11.67,43,0.526,217750,46554,IN,NORTH LIBERTY,"207 N LAFAYETTE ST, NORTH LIBERTY, IN 46554",,,,True,3,,,,,214657443
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"614 LIBERTY ST, SOUTH BEND, IN 46619",,,,True,2,,,,,210441654
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"212 N GLADSTONE AVE, SOUTH BEND, IN 46619",,,,True,4,,,,,213887590
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"109 S KALEY ST, SOUTH BEND, IN 46619",,,,True,2,,,,,214290881
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"417 S GLADSTONE AVE, SOUTH BEND, IN 46619",,,,True,2,,,,,215693130
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"1217 W SAMPLE ST, SOUTH BEND, IN 46619",,,,True,3,,,,,215647955
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"26541 GAITED HORSE TRL, SOUTH BEND, IN 46619",,,,True,3,,,,,234794159
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"56599 OAK RD, SOUTH BEND, IN 46619",,,,True,3,,,,,212171317
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"55335 QUINCE RD, SOUTH BEND, IN 46619",,,,True,2,,,,,214950065
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"4420 MEADOW LN, SOUTH BEND, IN 46619",,,,True,2,,,,,207371344
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"4527 FORD ST, SOUTH BEND, IN 46619",,,,True,2,,,,,212614089
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"208 S BENDIX DR, SOUTH BEND, IN 46619",,,,True,3,,,,,215836863
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"811 S KENMORE ST, SOUTH BEND, IN 46619",,,,True,2,,,,,211615514
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"201 N ILLINOIS ST, SOUTH BEND, IN 46619",,,,True,3,,,,,211978385
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"2426 GRACE ST, SOUTH BEND, IN 46619",,,,True,2,,,,,215783526
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"57048 PEAR RD, SOUTH BEND, IN 46619",,,,True,3,,,,,214572823
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"819 SYLVAN LN, SOUTH BEND, IN 46619",,,,True,3,,,,,214365282
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"525 S CARLISLE ST, SOUTH BEND, IN 46619",,,,True,3,,,,,214870001
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"26366 HUMMINGBIRD RD, SOUTH BEND, IN 46619",,,,True,3,,,,,214870036
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"439 S KENMORE ST, SOUTH BEND, IN 46619",,,,True,3,,,,,213991866
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"56761 CRUMSTOWN HWY, SOUTH BEND, IN 46619",,,,True,2,,,,,212540536
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"5061 FORD ST, SOUTH BEND, IN 46619",,,,True,4,,,,,213219121
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"126 S GLADSTONE AVE, SOUTH BEND, IN 46619",,,,True,2,,,,,214602905
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"57210 WHITE PINE TRL, SOUTH BEND, IN 46619",,,,True,4,,,,,210826490
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"825 CAMDEN ST, SOUTH BEND, IN 46619",,,,True,2,,,,,212720613
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"57115 WHITE PINE TRL, SOUTH BEND, IN 46619",,,,True,3,,,,,213710801
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"55905 WRIGHT RD, SOUTH BEND, IN 46619",,,,True,2,,,,,213857634
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"501 S BENDIX DR, SOUTH BEND, IN 46619",,,,True,2,,,,,20054891
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"717 S WELLINGTON ST, SOUTH BEND, IN 46619",,,,True,2,,,,,211001091
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"1335 W SAMPLE ST, SOUTH BEND, IN 46619",,,,True,3,,,,,212526438
"South Bend, IN",14,11.67,43,0.526,217750,46619,IN,SOUTH BEND,"1215 W SAMPLE ST, SOUTH BEND, IN 46619",,,,True,3,,,,,212552815
